Program,HH_Composition,HH_Income,Housing_Cost,Education_Track,Gentrification,Graduated,Education_TrackY
Mixed - Homeflex,1,12731,12120,NA,4,1,0
RADPH,1,12636,10596,NA,4,1,0
Mixed - RAD,2,13420,12120,NA,4,1,0
Mixed - RAD,2,13420,12120,NA,4,1,0
Homeflex,1,12500,11712,NA,4,1,0
RADPH,1,11876,10596,NA,4,1,0
Homeflex,1,14468,7476,NA,4,1,0
AHA-Owned,1,11004,9660,NA,4,1,0
Mixed - PH,2,37220,9972,NA,4,1,0
Mixed - PH,2,37220,9972,NA,4,1,0
Mixed - PH,2,37220,9972,NA,4,1,0
RADPH,1,10920,10596,NA,4,1,0
RADPH,1,10920,10596,NA,4,1,0
Mixed - PH,4,35389,13572,NA,4,1,0
Mixed - PH,4,35389,13572,NA,4,1,0
Mixed - PH,4,35389,13572,NA,4,1,0
Mixed - PH,4,35389,13572,NA,4,1,0
Mixed - PH,4,35389,13572,NA,4,1,0
RADPH,1,17742,10596,NA,4,1,0
RADPH,2,18085,10596,NA,4,1,0
RADPH,2,18085,10596,NA,4,1,0
RADPH,2,18085,10596,NA,4,1,0
Mixed - PH,1,17747,12300,NA,4,1,0
Homeflex,1,15345,11196,NA,4,1,0
Homeflex,1,15345,11196,NA,4,1,0
Homeflex,1,19855,10668,NA,4,1,0
Homeflex,1,19855,10668,NA,4,1,0
Mixed - Homeflex,3,23748,12120,NA,4,1,0
Mixed - Homeflex,3,23748,12120,NA,4,1,0
Mixed - Homeflex,3,23748,12120,NA,4,1,0
Mixed - Homeflex,3,23748,12120,NA,4,1,0
Mixed - RAD,3,17088,13932,NA,4,1,0
Mixed - RAD,3,17088,13932,NA,4,1,0
Mixed - RAD,3,17088,13932,NA,4,1,0
Mixed - RAD,3,17088,13932,NA,4,1,0
Homeflex,1,10123,10116,NA,4,1,0
Mixed - Homeflex,3,15156,12120,NA,4,1,0
Mixed - Homeflex,3,15156,12120,NA,4,1,0
Mixed - Homeflex,3,15156,12120,NA,4,1,0
Mixed - Homeflex,3,15156,12120,NA,4,1,0
Mixed - RAD,3,22316,13932,NA,4,1,0
Mixed - RAD,3,22316,13932,NA,4,1,0
Mixed - RAD,3,22316,13932,NA,4,1,0
Mixed - RAD,3,22316,13932,NA,4,1,0
Mixed - Homeflex,2,38162,10728,NA,4,1,0
Mixed - Homeflex,2,38162,10728,NA,4,1,0
Mixed - PH,2,43623,12900,NA,4,1,0
Mixed - PH,2,43623,12900,NA,4,1,0
Mixed - PH,3,33245,17520,NA,4,1,0
Mixed - PH,3,33245,17520,NA,4,1,0
Mixed - PH,3,33245,17520,NA,4,1,0
Mixed - PH,2,28652,11988,NA,4,1,0
Mixed - PH,2,28652,11988,NA,4,1,0
RADPH,1,11340,10596,NA,4,1,0
RADPH,1,11340,10596,NA,4,1,0
Homeflex,2,19359,13692,NA,4,1,0
Homeflex,2,19359,13692,NA,4,1,0
Homeflex,2,19359,13692,NA,4,1,0
Mixed - PH,3,28817,12000,NA,4,1,0
Mixed - PH,3,28817,12000,NA,4,1,0
Mixed - PH,3,28817,12000,NA,4,1,0
Mixed - PH,3,28817,12000,NA,4,1,0
Mixed - Homeflex,1,23660,9768,NA,4,1,0
AHA-Owned,1,9636,8532,NA,4,1,0
AHA-Owned,1,9636,8532,NA,4,1,0
Homeflex,1,13000,11808,NA,4,1,0
RADPH,1,36954,10596,NA,4,1,0
RADPH,1,36954,10596,NA,4,1,0
Mixed - RAD,2,20327,12120,NA,4,1,0
Mixed - RAD,2,20327,12120,NA,4,1,0
Homeflex,1,9696,9684,NA,4,1,0
RADPH,1,10644,10596,NA,4,1,0
RADPH,1,11028,10596,NA,4,1,0
Mixed - RAD,3,75064,16932,NA,4,1,0
Mixed - RAD,3,75064,16932,NA,4,1,0
Mixed - RAD,3,75064,16932,NA,4,1,0
RADPH,1,13476,10596,NA,4,1,0
RADPH,1,10884,10596,NA,4,1,0
Homeflex,2,14340,12132,NA,4,1,0
Homeflex,2,14340,12132,NA,4,1,0
AHA-Owned,1,9396,8532,NA,4,1,0
Homeflex,1,12192,9684,NA,4,1,0
RADPH,1,15816,10596,NA,4,1,0
Homeflex,1,9396,8784,NA,4,1,0
Mixed - PH,1,12017,10752,NA,4,1,0
Mixed - PH,1,12017,10752,NA,4,1,0
Mixed - Homeflex,1,10412,9768,NA,4,1,0
Homeflex,1,22320,11196,NA,4,1,0
Homeflex,1,22320,11196,NA,4,1,0
AHA-Owned,1,13127,8532,NA,4,1,0
RADPH,1,12396,10596,NA,4,1,0
Mixed - Homeflex,2,18350,12120,NA,4,1,0
Mixed - Homeflex,2,18350,12120,NA,4,1,0
Mixed - PH,2,19964,13296,NA,4,1,0
Mixed - PH,2,19964,13296,NA,4,1,0
Mixed - Homeflex,2,18980,9768,NA,4,1,0
Mixed - Homeflex,2,18980,9768,NA,4,1,0
Homeflex,1,12096,9684,NA,4,1,0
Homeflex,3,23818,18720,NA,4,1,0
Homeflex,3,23818,18720,NA,4,1,0
Homeflex,3,23818,18720,NA,4,1,0
Homeflex,3,23818,18720,NA,4,1,0
Mixed - Homeflex,3,29111,12120,NA,4,1,0
Mixed - Homeflex,3,29111,12120,NA,4,1,0
Mixed - Homeflex,3,29111,12120,NA,4,1,0
RADPH,1,11182,10020,NA,4,1,0
RADPH,2,14338,10596,NA,4,1,0
RADPH,2,14338,10596,NA,4,1,0
RADPH,2,14338,10596,NA,4,1,0
RADPH,2,14338,10596,NA,4,1,0
AHA-Owned,1,12385,9804,NA,4,1,0
Homeflex,2,20280,11712,NA,4,1,0
Homeflex,2,20280,11712,NA,4,1,0
Homeflex,1,11820,11712,NA,4,1,0
RADPH,1,12540,10596,NA,4,1,0
Homeflex,1,27149,9684,NA,4,1,0
RADPH,1,11544,10596,NA,4,1,0
RADPH,1,10894,10596,NA,4,1,0
Mixed - Homeflex,2,15995,12120,NA,4,1,0
Mixed - Homeflex,2,15995,12120,NA,4,1,0
RADPH,1,15840,10596,NA,4,1,0
Mixed - RAD,1,9844,9768,NA,4,1,0
Homeflex,1,18850,11328,NA,4,1,0
Homeflex,3,37596,10356,NA,4,1,0
Homeflex,3,37596,10356,NA,4,1,0
Homeflex,3,37596,10356,NA,4,1,0
Mixed - RAD,1,36114,10884,NA,4,1,0
AHA-Owned,1,10012,8532,NA,4,1,0
RADPH,1,14520,10596,NA,4,1,0
Homeflex,4,17956,13800,NA,4,1,0
Homeflex,4,17956,13800,NA,4,1,0
Homeflex,4,17956,13800,NA,4,1,0
Homeflex,4,17956,13800,NA,4,1,0
RADPH,1,17020,10596,NA,4,1,0
RADPH,1,17020,10596,NA,4,1,0
Homeflex,1,20921,10668,NA,4,1,0
Homeflex,1,19752,12888,NA,4,1,0
Mixed - Homeflex,4,30071,13932,NA,4,1,0
Mixed - Homeflex,4,30071,13932,NA,4,1,0
Mixed - Homeflex,4,30071,13932,NA,4,1,0
Mixed - Homeflex,4,30071,13932,NA,4,1,0
AHA-Owned,1,9684,8532,NA,4,1,0
AHA-Owned,1,9684,8532,NA,4,1,0
Homeflex,1,16044,9324,NA,4,1,0
Mixed - Homeflex,5,25768,16044,NA,4,1,0
Mixed - Homeflex,5,25768,16044,NA,4,1,0
Mixed - Homeflex,5,25768,16044,NA,4,1,0
Mixed - Homeflex,5,25768,16044,NA,4,1,0
Mixed - Homeflex,5,25768,16044,NA,4,1,0
Mixed - Homeflex,5,25768,16044,NA,4,1,0
Mixed - Homeflex,5,25768,16044,NA,4,1,0
Mixed - PH,2,58213,15384,NA,4,1,0
Mixed - PH,2,58213,15384,NA,4,1,0
Homeflex,1,13023,11376,NA,4,1,0
Homeflex,1,13023,11376,NA,4,1,0
RADPH,1,15859,10596,NA,4,1,0
RADPH,1,15859,10596,NA,4,1,0
RADPH,1,21919,10596,NA,4,1,0
RADPH,1,21919,10596,NA,4,1,0
Homeflex,2,39344,12048,NA,4,1,0
Homeflex,2,39344,12048,NA,4,1,0
Homeflex,2,39344,12048,NA,4,1,0
Homeflex,2,39344,12048,NA,4,1,0
Mixed - RAD,2,34361,12120,NA,4,1,0
Mixed - RAD,2,34361,12120,NA,4,1,0
Mixed - RAD,2,19439,12120,NA,4,1,0
Mixed - RAD,2,19439,12120,NA,4,1,0
Homeflex,1,12636,10764,NA,4,1,0
Homeflex,1,12636,10764,NA,4,1,0
RADPH,1,12084,10596,NA,4,1,0
RADPH,2,23310,10596,NA,4,1,0
RADPH,2,23310,10596,NA,4,1,0
Homeflex,2,14940,12468,NA,4,1,0
Homeflex,2,14940,12468,NA,4,1,0
Homeflex,1,38360,14124,NA,4,1,0
Homeflex,3,18912,14772,NA,4,1,0
Homeflex,3,18912,14772,NA,4,1,0
Homeflex,3,18912,14772,NA,4,1,0
Homeflex,3,15596,10356,NA,4,1,0
Homeflex,3,15596,10356,NA,4,1,0
Homeflex,3,15596,10356,NA,4,1,0
Mixed - PH,3,21977,12900,NA,4,1,0
Mixed - PH,3,21977,12900,NA,4,1,0
Mixed - PH,3,21977,12900,NA,4,1,0
Homeflex,2,19239,13884,NA,4,1,0
Homeflex,2,19239,13884,NA,4,1,0
Homeflex,2,19239,13884,NA,4,1,0
Mixed - Homeflex,3,35824,13932,NA,4,1,0
Mixed - Homeflex,3,35824,13932,NA,4,1,0
Mixed - Homeflex,3,35824,13932,NA,4,1,0
Mixed - Homeflex,3,35824,13932,NA,4,1,0
Homeflex,1,21942,10392,NA,4,1,0
Mixed - RAD,4,35308,16932,NA,4,1,0
Mixed - RAD,4,35308,16932,NA,4,1,0
Mixed - RAD,4,35308,16932,NA,4,1,0
Mixed - RAD,4,35308,16932,NA,4,1,0
Homeflex,6,24056,16548,NA,4,1,0
Homeflex,6,24056,16548,NA,4,1,0
Homeflex,6,24056,16548,NA,4,1,0
Homeflex,6,24056,16548,NA,4,1,0
Homeflex,6,24056,16548,NA,4,1,0
Homeflex,6,24056,16548,NA,4,1,0
Homeflex,6,24056,16548,NA,4,1,0
Mixed - RAD,2,19504,10188,NA,4,1,0
Mixed - RAD,2,19504,10188,NA,4,1,0
Homeflex,1,17444,12984,NA,4,1,0
Homeflex,1,17444,12984,NA,4,1,0
Homeflex,1,11830,7476,NA,4,1,0
Mixed - Homeflex,4,29776,13932,NA,4,1,0
Mixed - Homeflex,4,29776,13932,NA,4,1,0
Mixed - Homeflex,4,29776,13932,NA,4,1,0
Mixed - Homeflex,4,29776,13932,NA,4,1,0
Mixed - Homeflex,4,29776,13932,NA,4,1,0
Mixed - RAD,2,19676,12120,NA,4,1,0
Mixed - RAD,2,19676,12120,NA,4,1,0
Mixed - Homeflex,2,27237,12120,NA,4,1,0
Mixed - Homeflex,2,27237,12120,NA,4,1,0
RADPH,1,10968,10596,NA,4,1,0
Homeflex,1,30753,10764,NA,4,1,0
Homeflex,1,30753,10764,NA,4,1,0
Homeflex,1,11689,11376,NA,4,1,0
Homeflex,1,18500,10764,NA,4,1,0
Homeflex,1,18500,10764,NA,4,1,0
RADPH,1,17424,10596,NA,4,1,0
RADPH,1,14784,10596,NA,4,1,0
Homeflex,1,16738,11376,NA,4,1,0
Homeflex,1,16738,11376,NA,4,1,0
RADPH,1,17640,10596,NA,4,1,0
RADPH,1,17640,10596,NA,4,1,0
Homeflex,2,15160,12888,NA,4,1,0
Homeflex,2,15160,12888,NA,4,1,0
Homeflex,2,15160,12888,NA,4,1,0
Mixed - Homeflex,1,28508,9768,NA,4,1,0
RADPH,1,11247,10596,NA,4,1,0
RADPH,1,11247,10596,NA,4,1,0
Mixed - PH,3,50284,9804,NA,4,1,0
Mixed - PH,3,50284,9804,NA,4,1,0
Mixed - PH,3,50284,9804,NA,4,1,0
RADPH,1,12876,10596,NA,4,1,0
Mixed - PH,1,12564,8892,NA,4,1,0
Mixed - RAD,2,53367,13944,NA,4,1,0
Mixed - RAD,2,53367,13944,NA,4,1,0
Mixed - Homeflex,1,40607,12120,NA,4,1,0
Mixed - Homeflex,1,40607,12120,NA,4,1,0
RADPH,1,9502,8532,NA,4,1,0
RADPH,1,9502,8532,NA,4,1,0
Mixed - RAD,3,25155,13932,NA,4,1,0
Mixed - RAD,3,25155,13932,NA,4,1,0
Mixed - RAD,3,25155,13932,NA,4,1,0
Mixed - PH,3,65387,12828,NA,4,1,0
Mixed - PH,3,65387,12828,NA,4,1,0
Mixed - PH,3,65387,12828,NA,4,1,0
Mixed - PH,3,65387,12828,NA,4,1,0
RADPH,1,10752,10596,NA,4,1,0
Homeflex,1,34176,9804,NA,4,1,0
Mixed - Homeflex,2,18696,12120,NA,4,1,0
Mixed - Homeflex,2,18696,12120,NA,4,1,0
Mixed - Homeflex,2,18696,12120,NA,4,1,0
Homeflex,1,14640,10224,NA,4,1,0
Homeflex,2,31347,12468,NA,4,1,0
Homeflex,2,31347,12468,NA,4,1,0
Mixed - RAD,2,42383,13080,NA,4,1,0
Mixed - RAD,2,42383,13080,NA,4,1,0
Mixed - RAD,2,42383,13080,NA,4,1,0
Mixed - PH,5,40476,13572,NA,4,1,0
Mixed - PH,5,40476,13572,NA,4,1,0
Mixed - PH,5,40476,13572,NA,4,1,0
Mixed - PH,5,40476,13572,NA,4,1,0
Mixed - PH,5,40476,13572,NA,4,1,0
Mixed - PH,5,40476,13572,NA,4,1,0
Homeflex,2,36962,14856,NA,4,1,0
Homeflex,2,36962,14856,NA,4,1,0
RADPH,1,13632,10596,NA,4,1,0
RADPH,1,15993,10596,NA,4,1,0
RADPH,1,15993,10596,NA,4,1,0
RADPH,1,13776,10596,NA,4,1,0
RADPH,1,20917,10596,NA,4,1,0
RADPH,1,20917,10596,NA,4,1,0
RADPH,1,11004,10596,NA,4,1,0
RADPH,1,11940,10596,NA,4,1,0
Homeflex,1,14474,7476,NA,4,1,0
Mixed - PH,5,40978,17520,NA,4,1,0
Mixed - PH,5,40978,17520,NA,4,1,0
Mixed - PH,5,40978,17520,NA,4,1,0
Mixed - PH,5,40978,17520,NA,4,1,0
Mixed - PH,5,40978,17520,NA,4,1,0
Mixed - PH,5,40978,17520,NA,4,1,0
Mixed - RAD,3,35360,12120,NA,4,1,0
Mixed - RAD,3,35360,12120,NA,4,1,0
Mixed - RAD,3,35360,12120,NA,4,1,0
Homeflex,2,19446,12924,NA,4,1,0
Homeflex,2,19446,12924,NA,4,1,0
Homeflex,2,19446,12924,NA,4,1,0
RADPH,2,21528,10596,NA,4,1,0
RADPH,2,21528,10596,NA,4,1,0
Homeflex,1,9396,6936,NA,4,1,0
Homeflex,1,17316,10356,NA,4,1,0
Homeflex,1,17172,10356,NA,4,1,0
RADPH,1,10752,10596,NA,4,1,0
Homeflex,3,24960,18720,NA,4,1,0
Homeflex,3,24960,18720,NA,4,1,0
Homeflex,3,24960,18720,NA,4,1,0
Homeflex,3,42734,13884,NA,4,1,0
Homeflex,3,42734,13884,NA,4,1,0
Homeflex,3,42734,13884,NA,4,1,0
Mixed - RAD,3,64476,15144,NA,4,1,0
Mixed - RAD,3,64476,15144,NA,4,1,0
Mixed - RAD,3,64476,15144,NA,4,1,0
Mixed - RAD,3,64476,15144,NA,4,1,0
Mixed - RAD,3,64476,15144,NA,4,1,0
Mixed - Homeflex,1,11839,10584,NA,4,1,0
RADPH,1,12936,10596,NA,4,1,0
Homeflex,1,27504,9660,NA,4,1,0
RADPH,1,29676,10596,NA,4,1,0
RADPH,1,29676,10596,NA,4,1,0
Homeflex,5,37332,14928,NA,4,1,0
Homeflex,5,37332,14928,NA,4,1,0
Homeflex,5,37332,14928,NA,4,1,0
Homeflex,5,37332,14928,NA,4,1,0
Homeflex,5,37332,14928,NA,4,1,0
Homeflex,5,37332,14928,NA,4,1,0
AHA-Owned,1,23422,9804,NA,4,1,0
AHA-Owned,1,23422,9804,NA,4,1,0
Mixed - Homeflex,3,14763,11748,NA,4,1,0
Mixed - Homeflex,3,14763,11748,NA,4,1,0
Mixed - Homeflex,3,14763,11748,NA,4,1,0
Mixed - RAD,2,30716,12120,NA,4,1,0
Mixed - RAD,2,30716,12120,NA,4,1,0
Mixed - RAD,2,30716,12120,NA,4,1,0
Mixed - RAD,1,15048,9996,NA,4,1,0
Homeflex,1,19116,9468,NA,4,1,0
Homeflex,2,20491,12732,NA,4,1,0
Homeflex,2,20491,12732,NA,4,1,0
Mixed - PH,3,24087,15780,NA,4,1,0
Mixed - PH,3,24087,15780,NA,4,1,0
Mixed - PH,3,24087,15780,NA,4,1,0
Homeflex,2,18512,10356,NA,4,1,0
Homeflex,2,18512,10356,NA,4,1,0
Mixed - PH,3,32508,14076,NA,4,1,0
Mixed - PH,3,32508,14076,NA,4,1,0
Mixed - PH,3,32508,14076,NA,4,1,0
RADPH,1,12888,10596,NA,4,1,0
Homeflex,1,11964,10356,NA,4,1,0
Homeflex,1,11964,10356,NA,4,1,0
Mixed - RAD,2,52305,12120,NA,4,1,0
Mixed - RAD,2,52305,12120,NA,4,1,0
RADPH,2,10788,10596,NA,4,1,0
RADPH,2,10788,10596,NA,4,1,0
RADPH,1,18820,10596,NA,4,1,0
RADPH,1,18820,10596,NA,4,1,0
Homeflex,2,49728,7476,NA,4,1,0
Homeflex,2,49728,7476,NA,4,1,0
Homeflex,2,49728,7476,NA,4,1,0
AHA-Owned,1,14256,9804,NA,4,1,0
AHA-Owned,1,14256,9804,NA,4,1,0
RADPH,1,10884,10596,NA,4,1,0
Homeflex,1,9648,9468,NA,4,1,0
Homeflex,1,9648,9468,NA,4,1,0
Homeflex,1,17136,9408,NA,4,1,0
RADPH,1,16884,10596,NA,4,1,0
RADPH,1,16884,10596,NA,4,1,0
RADPH,1,22757,10596,NA,4,1,0
RADPH,1,22757,10596,NA,4,1,0
RADPH,1,11940,10596,NA,4,1,0
Homeflex,1,9252,7476,NA,4,1,0
Homeflex,1,10896,10356,NA,4,1,0
Mixed - PH,1,10598,10044,NA,4,1,0
Homeflex,1,16711,11328,NA,4,1,0
Homeflex,1,29136,9960,NA,4,1,0
Homeflex,1,29136,9960,NA,4,1,0
Homeflex,1,14020,10104,NA,4,1,0
RADPH,1,12504,10596,NA,4,1,0
RADPH,1,12504,10596,NA,4,1,0
Mixed - PH,3,21221,17520,NA,4,1,0
Mixed - PH,3,21221,17520,NA,4,1,0
Mixed - PH,3,21221,17520,NA,4,1,0
RADPH,2,27792,10596,NA,4,1,0
RADPH,2,27792,10596,NA,4,1,0
RADPH,2,27792,10596,NA,4,1,0
RADPH,1,20282,10596,NA,4,1,0
RADPH,1,20282,10596,NA,4,1,0
Mixed - RAD,1,30264,9768,NA,4,1,0
RADPH,1,11184,10596,NA,4,1,0
Homeflex,1,19992,9684,NA,4,1,0
Homeflex,2,35621,11700,NA,4,1,0
Homeflex,2,35621,11700,NA,4,1,0
Mixed - Homeflex,2,18512,12120,NA,4,1,0
Mixed - Homeflex,2,18512,12120,NA,4,1,0
Homeflex,1,15980,12888,NA,4,1,0
AHA-Owned,1,12168,9660,NA,4,1,0
RADPH,1,15672,10596,NA,4,1,0
Homeflex,1,12493,10980,NA,4,1,0
RADPH,1,11040,10596,NA,4,1,0
RADPH,1,11383,9060,NA,4,1,0
RADPH,1,20789,10596,NA,4,1,0
RADPH,1,25656,10596,NA,4,1,0
RADPH,1,25656,10596,NA,4,1,0
RADPH,1,11790,10596,NA,4,1,0
AHA-Owned,1,13253,8532,NA,4,1,0
RADPH,1,13704,10596,NA,4,1,0
RADPH,1,13704,10596,NA,4,1,0
RADPH,1,10740,10596,NA,4,1,0
Mixed - RAD,1,12672,9768,NA,4,1,0
Homeflex,3,16276,10356,NA,4,1,0
Homeflex,3,16276,10356,NA,4,1,0
Homeflex,3,16276,10356,NA,4,1,0
RADPH,1,18000,10596,NA,4,1,0
Homeflex,3,18252,10356,NA,4,1,0
Homeflex,3,18252,10356,NA,4,1,0
Homeflex,3,18252,10356,NA,4,1,0
RADPH,1,11196,10596,NA,4,1,0
RADPH,1,11196,10596,NA,4,1,0
Homeflex,4,20800,10356,NA,4,1,0
Homeflex,4,20800,10356,NA,4,1,0
Homeflex,4,20800,10356,NA,4,1,0
Homeflex,4,20800,10356,NA,4,1,0
Mixed - Homeflex,1,16439,8544,NA,4,1,0
RADPH,1,19812,10596,NA,4,1,0
RADPH,1,19812,10596,NA,4,1,0
Mixed - Homeflex,1,24594,9984,NA,4,1,0
Homeflex,1,24422,10356,NA,4,1,0
Homeflex,1,24422,10356,NA,4,1,0
Mixed - RAD,2,60115,10188,NA,4,1,0
Mixed - RAD,2,60115,10188,NA,4,1,0
Mixed - Homeflex,1,23978,12516,NA,4,1,0
Mixed - Homeflex,1,23978,12516,NA,4,1,0
RADPH,1,17195,10596,NA,4,1,0
RADPH,1,17195,10596,NA,4,1,0
Homeflex,1,18276,11712,NA,4,1,0
Mixed - PH,4,29172,11484,NA,4,1,0
Mixed - PH,4,29172,11484,NA,4,1,0
Mixed - PH,4,29172,11484,NA,4,1,0
Mixed - PH,4,29172,11484,NA,4,1,0
AHA-Owned,1,15264,8532,NA,4,1,0
RADPH,1,15472,10596,NA,4,1,0
Mixed - Homeflex,1,11687,9768,NA,4,1,0
Homeflex,1,9396,6936,NA,4,1,0
Homeflex,4,30087,14772,NA,4,1,0
Homeflex,4,30087,14772,NA,4,1,0
Homeflex,4,30087,14772,NA,4,1,0
Homeflex,4,30087,14772,NA,4,1,0
RADPH,1,11328,10596,NA,4,1,0
Homeflex,1,15255,11328,NA,4,1,0
RADPH,1,22134,10596,NA,4,1,0
RADPH,1,22134,10596,NA,4,1,0
RADPH,1,12048,10596,NA,4,1,0
Mixed - PH,1,14843,9156,NA,4,1,0
RADPH,1,13416,10596,NA,4,1,0
Homeflex,1,9911,7476,NA,4,1,0
RADPH,2,18660,10596,NA,4,1,0
RADPH,2,18660,10596,NA,4,1,0
RADPH,1,11689,10596,NA,4,1,0
Mixed - PH,1,11640,10968,NA,4,1,0
Mixed - PH,3,37843,14064,NA,4,1,0
Mixed - PH,3,37843,14064,NA,4,1,0
Mixed - PH,3,37843,14064,NA,4,1,0
Mixed - PH,3,37843,14064,NA,4,1,0
Mixed - RAD,2,15899,12120,NA,4,1,0
Mixed - RAD,2,15899,12120,NA,4,1,0
Homeflex,1,9252,6276,NA,4,1,0
Mixed - Homeflex,1,25826,12516,NA,4,1,0
Mixed - Homeflex,1,25826,12516,NA,4,1,0
Homeflex,1,35155,10440,NA,4,1,0
Homeflex,1,33028,9804,NA,4,1,0
Homeflex,1,16951,11376,NA,4,1,0
AHA-Owned,1,12684,9660,NA,4,1,0
Homeflex,1,28938,7476,NA,4,1,0
Homeflex,1,11856,8784,NA,4,1,0
Mixed - RAD,3,41608,12120,NA,4,1,0
Mixed - RAD,3,41608,12120,NA,4,1,0
Mixed - RAD,3,41608,12120,NA,4,1,0
Mixed - RAD,3,41608,12120,NA,4,1,0
AHA-Owned,1,58383,9660,NA,4,1,0
AHA-Owned,1,58383,9660,NA,4,1,0
Homeflex,1,11598,9468,NA,4,1,0
AHA-Owned,1,11400,8532,NA,4,1,0
AHA-Owned,1,11400,8532,NA,4,1,0
RADPH,2,35228,10596,NA,4,1,0
RADPH,2,35228,10596,NA,4,1,0
RADPH,2,35228,10596,NA,4,1,0
Homeflex,4,25272,10356,NA,4,1,0
Homeflex,4,25272,10356,NA,4,1,0
Homeflex,4,25272,10356,NA,4,1,0
Homeflex,4,25272,10356,NA,4,1,0
Mixed - RAD,3,23463,12120,NA,4,1,0
Mixed - RAD,3,23463,12120,NA,4,1,0
Mixed - RAD,3,23463,12120,NA,4,1,0
Mixed - RAD,3,23463,12120,NA,4,1,0
Mixed - RAD,3,23463,12120,NA,4,1,0
Mixed - RAD,3,23463,12120,NA,4,1,0
Homeflex,3,21476,10356,NA,4,1,0
Homeflex,3,21476,10356,NA,4,1,0
Homeflex,3,21476,10356,NA,4,1,0
Homeflex,2,30777,9684,NA,4,1,0
Homeflex,2,30777,9684,NA,4,1,0
Mixed - RAD,2,65979,11784,NA,4,1,0
Mixed - RAD,2,65979,11784,NA,4,1,0
Mixed - Homeflex,2,35624,12120,NA,4,1,0
Mixed - Homeflex,2,35624,12120,NA,4,1,0
Homeflex,1,19968,10356,NA,4,1,0
AHA-Owned,2,14328,9660,NA,4,1,0
AHA-Owned,2,14328,9660,NA,4,1,0
AHA-Owned,2,14328,9660,NA,4,1,0
AHA-Owned,2,14328,9660,NA,4,1,0
Mixed - PH,2,36297,12000,NA,4,1,0
Mixed - PH,2,36297,12000,NA,4,1,0
Homeflex,5,22542,10356,NA,4,1,0
Homeflex,5,22542,10356,NA,4,1,0
Homeflex,5,22542,10356,NA,4,1,0
Homeflex,5,22542,10356,NA,4,1,0
Homeflex,5,22542,10356,NA,4,1,0
RADPH,1,9396,9060,NA,4,1,0
Homeflex,2,32680,12912,NA,4,1,0
Homeflex,2,32680,12912,NA,4,1,0
AHA-Owned,1,11676,9804,NA,4,1,0
AHA-Owned,1,15228,9804,NA,4,1,0
Homeflex,1,11057,10668,NA,4,1,0
AHA-Owned,1,15108,8532,NA,4,1,0
Mixed - PH,2,14178,11988,NA,4,1,0
Mixed - PH,2,14178,11988,NA,4,1,0
Mixed - PH,2,29058,14172,NA,4,1,0
Mixed - PH,2,29058,14172,NA,4,1,0
Mixed - Homeflex,2,18792,12924,NA,4,1,0
Mixed - Homeflex,2,18792,12924,NA,4,1,0
Homeflex,1,18666,10668,NA,4,1,0
Mixed - PH,2,13046,11364,NA,4,1,0
Mixed - PH,2,13046,11364,NA,4,1,0
Homeflex,1,15581,12360,NA,4,1,0
Homeflex,1,22466,10104,NA,4,1,0
Homeflex,1,16032,12132,NA,4,1,0
Homeflex,1,16032,12132,NA,4,1,0
Homeflex,1,16032,12132,NA,4,1,0
Homeflex,1,10384,10356,NA,4,1,0
Homeflex,1,10384,10356,NA,4,1,0
Mixed - PH,1,13327,12864,NA,4,1,0
RADPH,2,19555,9744,NA,4,1,0
RADPH,2,19555,9744,NA,4,1,0
RADPH,2,19555,9744,NA,4,1,0
RADPH,1,10080,9744,NA,4,1,0
Homeflex,1,14239,10104,NA,4,1,0
Mixed - RAD,1,23296,10884,NA,4,1,0
Mixed - RAD,1,34940,9600,NA,4,1,0
Homeflex,1,30450,11460,NA,4,1,0
Homeflex,1,20711,10116,NA,4,1,0
Homeflex,1,20711,10116,NA,4,1,0
RADPH,1,9642,9060,NA,4,1,0
RADPH,1,9642,9060,NA,4,1,0
Homeflex,1,22756,7476,NA,4,1,0
Mixed - Homeflex,1,11730,9984,NA,4,1,0
Homeflex,2,23867,12732,NA,4,1,0
Homeflex,2,23867,12732,NA,4,1,0
Homeflex,2,23867,12732,NA,4,1,0
Mixed - PH,3,19161,11964,NA,4,1,0
Mixed - PH,3,19161,11964,NA,4,1,0
Mixed - PH,3,19161,11964,NA,4,1,0
Homeflex,1,9252,9240,NA,4,1,0
Mixed - RAD,5,42406,15144,NA,4,1,0
Mixed - RAD,5,42406,15144,NA,4,1,0
Mixed - RAD,5,42406,15144,NA,4,1,0
Mixed - RAD,5,42406,15144,NA,4,1,0
Mixed - RAD,5,42406,15144,NA,4,1,0
Homeflex,1,12625,6936,NA,4,1,0
Homeflex,2,34553,11928,NA,4,1,0
Homeflex,2,34553,11928,NA,4,1,0
Homeflex,1,9252,8784,NA,4,1,0
Homeflex,1,9498,9396,NA,4,1,0
Homeflex,1,9498,9396,NA,4,1,0
AHA-Owned,1,17604,8532,NA,4,1,0
Homeflex,1,19781,12732,NA,4,1,0
Homeflex,2,38971,12792,NA,4,1,0
Homeflex,2,38971,12792,NA,4,1,0
Homeflex,2,38971,12792,NA,4,1,0
Mixed - Homeflex,3,23748,12120,NA,4,1,0
Mixed - Homeflex,3,23748,12120,NA,4,1,0
Mixed - Homeflex,3,23748,12120,NA,4,1,0
Mixed - Homeflex,3,23748,12120,NA,4,1,0
